name|Price|Raiting|Votes|5|3|Pointer Device|Web Camera|Included Software|HDD Capacity|Keyboard|Brand|Audio I/O Channels|Sales Package|Ideal For|RAID Configurations|
[]|['11']|[]|['0']|['4.5']|['Apple MGXA2HN/A MacBook Pro Notebook (Ci7/ 16GB/ Mac OS X Mavericks)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 34,990                ']|[]|[]|['HP 4540s Probook Intel Core i3  -  15.6 inch, 500 GB HDD, 4 GB DDR3, DOS Laptop']|
[]|['1']|['Rs. 28,999                ']|['1']|['4']|['Lenovo B490(59-381836) B Intel Core i3  -  14 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['7']|['Rs. 59,990                ']|['1']|['4.1']|['Lenovo Ideapad Z Series Intel Core i7  -  15.6 inch, 1 TB HDD, 8 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['13']|['Rs. 63,990                ']|['3']|['3.5']|['Sony VAIO Fit 15 SVF15A13SNB Laptop (3rd Gen Ci5/ 4GB/ 750GB/ Win8/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['10']|['Rs. 69,420                ']|['4']|['4.2']|['Toshiba Satellite P50-A Y3110 Laptop (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 55,199                ']|['0']|['3']|['Asus S400CA-CA165H S Intel Core i7  -  14 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 27,040                ']|['2']|['4.7']|['Toshiba Satellite C50-A I0016 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 32,200                ']|[]|[]|['Lenovo Essential G Series Intel Core i3  -  15.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|
[]|['33']|['Rs. 138,990                ']|['7']|['4.4']|['MSI GS60 2PE Ghost Pro Notebook (4th Gen Ci7/ 16GB/ 1TB/ Win8.1/ 3GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 32,960                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (354234500iBL1)']|
[]|['3']|['Rs. 24,240                ']|['2']|['3.7']|['Dell Inspiron 3542 Notebook (4th Gen PDC/ 4GB/ 500GB/ Ubuntu) (3542P4500iBU1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 55,990                ']|['1']|['4.3']|['Lenovo Yoga 2 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ Touch) (59-428504)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 27,995                ']|[]|[]|['Dell Vostro 3442C4500iB Notebook (4th Gen CDC/ 4GB/ 500GB/ Win8.1)']|
[]|[]|['Rs. 46,700                ']|[]|[]|['Lenovo ThinkPad E431(62771Q5) Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8)']|
[]|['2']|['Rs. 21,640                ']|['0']|['3']|['Acer Aspire E 15 Notebook (PQC/ 2GB/ 500GB/ Linux) (NX.MNYSI.002)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 30,370                ']|[]|[]|['HP 15-r062tu Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu) (J8B76PA)']|
[]|['2']|['Rs. 36,070                ']|['2']|['5']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (3542345002B1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 35,880                ']|['0']|['5']|['Toshiba Satellite L50-B I3010 Notebook (4th Gen Ci3/ 4GB/ 500GB/ No OS/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|[]|['2']|['3.8']|['HP 15-r032TX Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (J8B78PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 35,280                ']|[]|[]|['Toshiba Satellite L50-B I0111 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8.1)']|
[]|['16']|['Rs. 117,990                ']|['0']|['4.7']|['MSI GS60 2PC Ghost Notebook (4th Gen Ci7/ 16GB/ 1TB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 35,990                ']|['0']|['4.7']|['Dell Inspiron 15 3521 Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 41,870                ']|['0']|['1']|['Toshiba Satellite L50-B X0110 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 49,390                ']|['2']|['4.5']|['Lenovo Ideapad Flex 2-14 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ Touch/ 2GB Graph) (59-429516)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 41,700                ']|[]|[]|['Lenovo Ideapad Flex 2-14 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ Touch) (59-429518)']|
[]|['1']|['Rs. 33,890                ']|['1']|['4']|['Asus CT013H (Touch Screen) F Series Intel Core i3  -  11.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 59,990                ']|['0']|['3']|['HP Pavilion 11h115TU X2 Laptop (4th Gen Ci5/ 4GB/ 128GB SSD/ Win8.1/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 53,999                ']|['0']|['5']|['Lenovo ThinkPad L440 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['6']|['Rs. 38,470                ']|['2']|['3']|['Fujitsu Lifebook A544 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['10']|['Rs. 55,999                ']|['6']|['3.4']|['Acer Aspire S3-391 Ultrabook (3rd Gen Ci5/ 4GB/ 500GB 20GB SSD/ Win8) (NX.M1FSI.017)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 57,990                ']|['0']|['4.3']|['HP E5H31PA 430 Intel Core i5  -  13.3 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Pro Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 43,590                ']|[]|[]|['Dell Vostro 3546 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (3546545002G)']|
[]|[]|['Rs. 31,999                ']|[]|[]|['Asus X550CA-XO096H X Intel Core i3  -  15.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|
[]|[]|[]|[]|[]|['Apple MGX82HN/A MacBook Pro Notebook (Ci5/ 8GB/ Mac OS X Mavericks)']|
[]|['13']|[]|['2']|['4.1']|['Apple MGXC2HN/A MacBook Pro Notebook (Ci7/ 16GB/ Mac OS X Mavericks/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,899                ']|['0']|['1']|['Acer Aspire E1-570(NX.MEPSI.008) Laptop (3rd Gen Ci3/ 4GB/ 1TB/Win8.1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 34,000                ']|['1']|['3']|['Dell 3560 Vostro Intel Core i3  -  15.6 inch, 500 GB HDD, 4 GB DDR3, Linux/Ubuntu Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 82,990                ']|['5']|['4']|['Lenovo ThinkPad X230 (2325Y97) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win7 Prof)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 33,990                ']|['1']|['3']|['Asus X550CA-XO096H X Intel Core i3  -  15.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['16']|['Rs. 48,200                ']|['5']|['3.9']|['Lenovo Ideapad U510 (59-349348) Ultrabook (3rd Gen Ci5/ 4GB/ 1TB 24GB SSD/ Win8/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['10']|['Rs. 69,990                ']|['2']|['4.5']|['Apple MD712HN/A MacBook Air (4th Gen Ci5/ 4GB/ 256GB Flash/ Mac OS X Mountain Lion)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 54,990                ']|['1']|['3']|['Toshiba U840W-X0310 Satellite U840W-X0310 Intel Core i5  -  14.4 inch, 500 GB HDD, 6 GB DDR3, Windows 7 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['9']|['Rs. 59,499                ']|['7']|['3.1']|['HP Split 13-m009TU X2 Laptop (3rd Gen Ci3/ 4GB/ 500GB 64GB SSD/ Win8/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 38,500                ']|['3']|['5']|['Dell 3440 Latitude Intel Core i3  -  14 inch, 500 GB HDD, 4 GB DDR3, Linux/Ubuntu Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 34,950                ']|[]|[]|['HP 248 G1 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Free DOS) (G3J88PA)']|
[]|['1']|['Rs. 27,599                ']|['0']|['5']|['Toshiba Satellite C50A-I0014 Notebook (3rd Gen Ci3/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['15']|['Rs. 113,030                ']|['4']|['3.1']|['Dell Alienware AW14787501A Notebook (4th Gen Ci7/ 8GB/ 750GB/ Win8/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 37,990                ']|['1']|['3']|['Acer Aspire E E1-570G Notebook (3rd Gen Ci3/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (NX.MESSI.005)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 43,999                ']|[]|[]|['HP ProBook G1 Series Intel Core i5  -  14 inch, 500 GB HDD, 4 GB DDR3, DOS Laptop']|
[]|['3']|['Rs. 41,250                ']|['0']|['5']|['Asus X550CC-CJ650H VivoBook (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 48,120                ']|['0']|['3']|['Asus S301LA-C1079H S Intel Core i5  -  13.3 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 30,990                ']|['2']|['5']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Ubuntu) (3542341TBiSU1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 35,280                ']|[]|[]|['Toshiba Satellite L50-B I0110 Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Win8.1)']|
[]|[]|['Rs. 48,490                ']|[]|[]|['Asus F550CC-CJ671H Notebook (4th Gen Ci5/ 4GB/ 750GB/ Win8/ 2GB Graph/ Touch) (90NB00W9-M04730)']|
[]|['2']|['Rs. 31,390                ']|['0']|['2']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Ubuntu) (3542341TBiBU1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['17']|['Rs. 48,500                ']|['3']|['4.2']|['HP Envy X2 11-G004TU Laptop (2nd Gen ADC/ 2GB/ 64GB eMMC/ Win8/Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 128,650                ']|['0']|['3']|['Dell Alienware AW17781TB2A1 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 25,500                ']|[]|[]|['Lenovo 20392 B Series Pentium Dual Core  -  14 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|
[]|['1']|['Rs. 26,990                ']|['1']|['4']|['Toshiba Satellite C50-A I0015 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 22,990                ']|[]|[]|['Lenovo Ideapad Flex Series Others  -  10.1 inch, 500 GB HDD, 2 GB DDR3, Windows 8 Laptop']|
[]|['1']|['Rs. 43,500                ']|['0']|['1']|['Lenovo S510p Notebook (4th Gen Ci5/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (59-411377)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 31,598                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu) (354234500iBLU)']|
[]|[]|['Rs. 41,950                ']|[]|[]|['HP Probook G1 248 Intel Core i5  -  14 inch, 500 GB HDD, 4 GB DDR3, DOS Laptop']|
[]|['6']|[]|['0']|['4.3']|['Apple MGX92HN/A MacBook Pro Notebook (Ci5/ 8GB/ Mac OS X Mavericks)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 38,500                ']|[]|[]|['Dell Inspiron 5547 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (554734500iS)']|
[]|['1']|['Rs. 31,500                ']|['0']|['4']|['HP 15-r015tu Notebook (4th Gen Ci3/ 4GB/ 1TB/ Free DOS) (G8D95PA)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 24,990                ']|[]|[]|['Lenovo B40-70 B Series Pentium Dual Core  -  14.1 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|
[]|['2']|['Rs. 34,490                ']|['0']|['5']|['HP ProBook S-Series Intel Core i3  -  14.1 inch, 500 GB HDD, 4 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 52,680                ']|['1']|['1']|['Dell 3440 Latitude Intel Core i5  -  14 inch, 500 GB HDD, 4 GB DDR3, Linux/Ubuntu Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['1']|['Rs. 77,790                ']|['0']|['5']|['Lenovo Thinkpad X240 (20AMA0JXIG) Intel Core i5  -  12.5 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Pro Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 60,599                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen Ci7/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (3542781TB2BL)']|
[]|[]|['Rs. 39,080                ']|[]|[]|['Toshiba Satellite L50-B I3110 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph)']|
[]|[]|['Rs. 30,160                ']|[]|[]|['Toshiba Satellite L50-B I0012 Notebook (3rd Gen Ci3/ 2GB/ 500GB/ No OS)']|
[]|['1']|['Rs. 37,650                ']|['0']|['2']|['Dell Inspiron 14 3442 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 47,100                ']|[]|[]|['Dell 3440 Latitude Intel Core i3  -  14 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|
[]|['1']|['Rs. 41,968                ']|['0']|['5']|['Dell 3440 Latitude Intel Core i3  -  14 inch, 500 GB HDD, 4 GB DDR3, Linux/Ubuntu Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 31,600                ']|['1']|['5']|['Dell Vostro 2520 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Win8)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['13']|['Rs. 26,110                ']|['6']|['3.9']|['Toshiba Satellite C50-A I0013 Laptop (3rd Gen Ci3/ 2GB/ 500GB/ No OS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['4']|['Rs. 29,899                ']|['0']|['3.8']|['Dell Vostro 2520 Laptop (2nd Gen Ci3/ 2GB/ 500GB/ Linux)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['29']|['Rs. 69,990                ']|['11']|['4.7']|['Dell Inspiron 15R 5521 Laptop (3rd Gen Ci7/ 8GB/ 1TB/ Win8/ 2GB Graph/ Touch)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 64,690                ']|[]|[]|['Dell 3440 Latitude Intel Core i5  -  14 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|
[]|['1']|['Rs. 37,350                ']|['1']|['1']|['Acer Aspire E E1-572 Notebook (4th Gen Ci5/ 4GB/ 500GB/ Linux/ 128MB Graph) (NX.M8ESI.009)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 94,560                ']|['2']|['4']|['Acer Aspire S7-392 Ultrabook (4th Gen Ci5/ 4GB/ 256GB SSD/ Win8/ Touch) (NX.MBKSI.005)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 46,799                ']|['1']|['3.5']|['Lenovo ThinkPad L440 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Free DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 34,000                ']|[]|[]|['Acer Aspire E E1-570G Notebook (3rd Gen Ci3/ 4GB/ 1TB/ Linux/ 2GB Graph) (NX.MESSI.004)']|
[]|['4']|['Rs. 55,599                ']|['0']|['4']|['Dell 15 R Inspiron Intel Core i5  -  15.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['8']|['Rs. 40,100                ']|['2']|['4.9']|['Lenovo Ideapad Z580 (59-370239) Laptop (3rd Gen Ci3/ 4GB/ 500GB/ Win8/ 1GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 36,500                ']|[]|[]|['Acer Aspire E E1-570G Notebook (3rd Gen Ci3/ 4GB/ 500GB/ Windows 8/ 2GB Graph) (NX.MESSI.002)']|
[]|['1']|['Rs. 36,990                ']|['0']|['4']|['HP 4540s ProBook (D5J93PA) Laptop (3rd Gen Ci3/ 2GB/ 750GB/1GB Grp/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 23,199                ']|['0']|['4.5']|['Asus X550CA-XO259D X Pentium Dual Core  -  15.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 49,490                ']|['1']|['3.7']|['Asus X550LC-XX015H X Intel Core i7  -  15.6 inch, 750 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['3']|['Rs. 52,500                ']|['0']|['3.7']|['Dell Inspiron 15R Laptop (4th Gen Ci5/ 4GB/ 750GB/ Win8/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 43,000                ']|[]|[]|['HP 4440s Probook Intel Core i5  -  14 inch, 750 GB HDD, 2 GB DDR3, DOS Laptop']|
[]|['37']|['Rs. 34,500                ']|['15']|['4.5']|['Asus K55VD-SX314D Laptop (2nd Gen Ci3/ 4GB/ 500GB/ DOS/ 2GB Graph)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 39,855                ']|[]|[]|['Dell INSPIRON 3000 SERIES  -  15.6 inch, 1 TB HDD, 4 GB DDR3 Laptop']|
[]|['5']|['Rs. 21,890                ']|['0']|['3.4']|['Wipro WNB0FHH4710C-0002 ego Pentium Dual Core  -  14 inch, 500 GB HDD, 2 GB DDR3, Linux/Ubuntu Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 20,950                ']|[]|[]|['Asus X553MA-XX067D X Series  -  15.6 INCH, 500 GB HDD, 2 GB DDR3 Laptop']|
[]|[]|['Rs. 51,300                ']|[]|[]|['HP 248 G1 G1 Series Intel Core i5  -  14.1 inch, 1 TB HDD, 4 GB DDR3, Windows 8 Pro Laptop']|
[]|[]|['Rs. 71,990                ']|[]|[]|['HP Pro Book G2 Series  -  13.3 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|[]|['Rs. 39,825                ']|[]|[]|['HP 240 G3 G3 Series Intel Core i3  -  14 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Pro Laptop']|
[]|[]|['Rs. 35,990                ']|[]|[]|['HP 4540s Probook Intel Core i3  -  15.6 inch, 640 GB HDD, 2 GB DDR3, Windows 8 Laptop']|
[]|['1']|['Rs. 29,490                ']|['1']|['3']|['Lenovo B590(59-390111) B Intel Core i3  -  15.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 26,499                ']|['0']|['4']|['Asus X450CA-WX137D Laptop (3rd Gen Ci3/ 2GB/ 500GB/ DOS)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 34,800                ']|[]|[]|['Dell Vostro 2520  -  15.6 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|[]|['Rs. 34,990                ']|[]|[]|['Lenovo G50-70 G Series  -  15.6 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|[]|['Rs. 55,990                ']|[]|[]|['Lenovo Thinkpad Thinkpad  -  14.1 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|[]|['Rs. 26,459                ']|[]|[]|['Asus KX034D F Series  -  11.6 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|[]|['Rs. 22,990                ']|[]|[]|['HP 245 G2 Series  -  14 inch, 500 GB HDD, 2 GB DDR3 Laptop']|
[]|['1']|['Rs. 28,499                ']|['0']|['4']|['Asus X550CA-XO347D X Intel Core i3  -  15.6 inch, 500 GB HDD, 2 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 46,990                ']|[]|[]|['HP Elite Book 8460p Series  -  14 inch, 320 GB HDD, 4 GB DDR3 Laptop']|
[]|[]|['Rs. 59,990                ']|[]|[]|['HP ProBook ProBook - S Series Intel Core i5  -  13.3 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Pro Laptop']|
[]|[]|['Rs. 92,000                ']|[]|[]|['Asus TX201LA - CQ003P Transformer Intel Core i7  -  11.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Pro Laptop']|
[]|['2']|['Rs. 44,690                ']|['0']|['4']|['Toshiba L40-A X0110 Satellite Intel Core i5  -  14 inch, 750 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|['2']|['Rs. 29,900                ']|['1']|['3']|['Asus S200E-CT162H S Pentium Dual Core  -  11.6 inch, 500 GB HDD, 4 GB DDR3, Windows 8 Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 45,325                ']|[]|[]|['HP Pro Book G2 Series  -  14 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|[]|['Rs. 29,900                ']|[]|[]|['HP 240 G3 G3 Series Intel Core i3  -  14 inch, 500 GB HDD, 4 GB DDR3, DOS Laptop']|
[]|[]|['Rs. 32,490                ']|[]|[]|['HP Pavilion R Series  -  14 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|['3']|['Rs. 32,685                ']|['2']|['4']|['Asus X550CC-XX072D X Intel Core i3  -  15.6 inch, 500 GB HDD, 4 GB DDR3, DOS Laptop']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 33,490                ']|[]|[]|['HP Pro Book 440 G1 Series  -  14 inch, 500 GB HDD, 4 GB DDR3 Laptop']|
[]|['6']|['Rs. 46,199                ']|['4']|['3.7']|['Acer Aspire E1-572G Notebook (4th Gen Ci5/ 4GB/ 750GB/ Win8/ 2GB Graph) (NX.M8JSI.002)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
[]|[]|['Rs. 41,979                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen Ci5/ 4GB/ 1TB/ Ubuntu/ 2GB Graph) (3542541TB2BU)']|
[]|[]|['Rs. 42,149                ']|[]|[]|['Dell Inspiron 5547 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (5547345002S)']|
[]|[]|['Rs. 29,690                ']|[]|[]|['Dell Inspiron 3542 Notebook (4th Gen PDC/ 4GB/ 500GB/ Ubuntu) (3542P4500iBLU)']|
[]|['1']|['Rs. 29,760                ']|['1']|['4']|['Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu) (354234500iBU1)']|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
